,person,credit_type,year,title,imdb_link,media_type,total_episode_count,add_info,year_start,year_end
33681,Bryan H. Tucker,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (44 episodes, 2006 - 2010) (head writer - 92 episodes, 2014 - 2018) (senior writer - 79 episodes, 2018 - 2022) (writing supervisor - 53 episodes, 2010 - 2013) (writer - 48 episodes, 2005 - 2011) (supervising writer - 19 episodes, 2011 - 2012) (written by - 6 episodes, 2007 - 2009)",327,"Saturday Night Live
(TV Series) (44 episodes, 2006 - 2010) (head writer - 92 episodes, 2014 - 2018) (senior writer - 79 episodes, 2018 - 2022) (writing supervisor - 53 episodes, 2010 - 2013) (writer - 48 episodes, 2005 - 2011) (supervising writer - 19 episodes, 2011 - 2012) (written by - 6 episodes, 2007 - 2009)


- Natasha Lyonne/Japanese Breakfast
(2022)
... (senior writer - as Bryan Tucker)


- Selena Gomez/Post Malone
(2022)
... (senior writer - as Bryan Tucker)


- Benedict Cumberbatch/Arcade Fire
(2022)
... (senior writer - as Bryan Tucker)


- Lizzo
(2022)
... (senior writer - as Bryan Tucker)


- Jake Gyllenhaal/Camila Cabello
(2022)
... (senior writer - as Bryan Tucker)





Show all 327 episodes",2005,2022
33708,Marika Sawyer,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (14 episodes, 2010 - 2020) (writer - 94 episodes, 2006 - 2019) (writing supervisor - 21 episodes, 2012 - 2013) (written by - 12 episodes, 2007 - 2020) (additional sketch - 1 episode, 2014)",142,"Saturday Night Live
(TV Series) (14 episodes, 2010 - 2020) (writer - 94 episodes, 2006 - 2019) (writing supervisor - 21 episodes, 2012 - 2013) (written by - 12 episodes, 2007 - 2020) (additional sketch - 1 episode, 2014)


- John Mulaney/The Strokes
(2020)


- John Mulaney/David Byrne
(2020)
... (written by)


- John Mulaney/Thomas Rhett
(2019)
... (writer)


- Seth Meyers/Paul Simon
(2018)
... (writer)


- John Mulaney/Jack White
(2018)
... (written by)





Show all 142 episodes",2006,2020
33715,Marika Sawyer,actress,2008-2008,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Camana Elizabeth Wanalaya / Writer",2,"2008

Saturday Night Live
(TV Series)

Camana Elizabeth Wanalaya / Writer

- Steve Carell/Usher
(2008)
... Camana Elizabeth Wanalaya (uncredited)


- Tina Fey/Carrie Underwood
(2008)
... Writer (uncredited)",2008,2008
33717,John Solomon,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (15 episodes, 2010 - 2020) (writer - 110 episodes, 2006 - 2022) (written by - 21 episodes, 2007 - 2018) (additional sketch - 1 episode, 2015) (additional sketches - 1 episode, 2014)",148,"Saturday Night Live
(TV Series) (15 episodes, 2010 - 2020) (writer - 110 episodes, 2006 - 2022) (written by - 21 episodes, 2007 - 2018) (additional sketch - 1 episode, 2015) (additional sketches - 1 episode, 2014)


- Will Forte/Måneskin
(2022)
... (writer)


- RuPaul/Justin Bieber
(2020)


- Bill Hader/Arcade Fire
(2018)
... (written by)


- Jimmy Fallon/Harry Styles
(2017)
... (written by)


- Adam Driver/Chris Stapleton
(2016)
... (written by)





Show all 148 episodes",2006,2022
33732,John Solomon,director,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (15 episodes, 2008 - 2012) (segment director - 2 episodes, 2008 - 2010)",17,"Saturday Night Live
(TV Series) (15 episodes, 2008 - 2012) (segment director - 2 episodes, 2008 - 2010)


- Jonah Hill/The Shins
(2012)
... (segment ""Tennis Balls"")


- Lindsay Lohan/Jack White
(2012)
... (segment ""Afros"")


- Daniel Radcliffe/Lana Del Rey
(2012)
... (segments ""Ricky Gervais Promos"", ""Mayor"")


- Charles Barkley/Kelly Clarkson
(2012)
... (segment ""Convoluted Jerry"")


- Jimmy Fallon/Michael Bublé
(2011)
... (segment ""Bublé Duets"")





Show all 17 episodes",2008,2012
33753,John Solomon,actor,2010-2013,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Abraham Lincoln / Police Officer / Audience Member / ...",7,"2010-2013

Saturday Night Live
(TV Series)

Abraham Lincoln / Police Officer / Audience Member / ...

- Kristen Wiig/Vampire Weekend
(2013)
... Abraham Lincoln (uncredited)


- Martin Short/Paul McCartney
(2012)
... Audience Member (uncredited)


- Jamie Foxx/Ne-Yo
(2012)
... Police Officer (uncredited)


- Eli Manning/Rihanna
(2012)
... Police Officer (uncredited)


- Josh Brolin/Gotye
(2012)
... Director (uncredited)





Show all 7 episodes",2010,2013
33755,Rob Klein,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (15 episodes, 2010 - 2020) (writer - 67 episodes, 2007 - 2020) (head writer - 63 episodes, 2013 - 2016) (written by - 37 episodes, 2008 - 2021)",182,"Saturday Night Live
(TV Series) (15 episodes, 2010 - 2020) (writer - 67 episodes, 2007 - 2020) (head writer - 63 episodes, 2013 - 2016) (written by - 37 episodes, 2008 - 2021)


- Jason Sudeikis/Brandi Carlile
(2021)
... (written by)


- Issa Rae/Justin Bieber
(2020)
... (writer: Weekend Update)


- Daniel Craig/The Weeknd
(2020)


- Sandra Oh/Tame Impala
(2019)
... (writer)


- Idris Elba/Khalid
(2019)
... (writer)





Show all 182 episodes",2007,2021
33776,Simon Rich,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (14 episodes, 2010 - 2020) (writer - 63 episodes, 2007 - 2022) (written by - 6 episodes, 2008 - 2020) (additional sketch - 1 episode, 2011)",84,"Saturday Night Live
(TV Series) (14 episodes, 2010 - 2020) (writer - 63 episodes, 2007 - 2022) (written by - 6 episodes, 2008 - 2020) (additional sketch - 1 episode, 2011)


- John Mulaney/LCD Soundsystem
(2022)
... (writer)


- John Mulaney/The Strokes
(2020)


- John Mulaney/David Byrne
(2020)
... (written by)


- John Mulaney/Thomas Rhett
(2019)
... (writer)


- John Mulaney/Jack White
(2018)
... (written by)





Show all 84 episodes",2007,2022
33782,Simon Rich,actor,2007-2009,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

NBC Page / Harry Denison Crank / Writer / ...",4,"2007-2009

Saturday Night Live
(TV Series)

NBC Page / Harry Denison Crank / Writer / ...

- Tracy Morgan/Kelly Clarkson
(2009)
... NBC Page (uncredited)


- Steve Carell/Usher
(2008)
... Harry Denison Crank (uncredited)


- Tina Fey/Carrie Underwood
(2008)
... Writer (uncredited)


- Brian Williams/Feist
(2007)
... Dennis Kucinich (uncredited)",2007,2009
33803,Kent Sublette,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (14 episodes, 2010 - 2013) (writer - 90 episodes, 2007 - 2013) (co-head writer - 61 episodes, 2018 - 2022) (head writer - 51 episodes, 2016 - 2021) (written by - 32 episodes, 2008 - 2016) (guest writer - 2 episodes, 2007)",249,"Saturday Night Live
(TV Series) (14 episodes, 2010 - 2013) (writer - 90 episodes, 2007 - 2013) (co-head writer - 61 episodes, 2018 - 2022) (head writer - 51 episodes, 2016 - 2021) (written by - 32 episodes, 2008 - 2016) (guest writer - 2 episodes, 2007)


- Natasha Lyonne/Japanese Breakfast
(2022)
... (co-head writer)


- Selena Gomez/Post Malone
(2022)
... (co-head writer)


- Benedict Cumberbatch/Arcade Fire
(2022)
... (co-head writer)


- Lizzo
(2022)
... (co-head writer)


- Jake Gyllenhaal/Camila Cabello
(2022)
... (co-head writer)





Show all 249 episodes",2007,2022
33807,Kent Sublette,actor,2007-2010,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Teacher / Pluto",3,"2007-2010

Saturday Night Live
(TV Series)

Teacher / Pluto

- Alec Baldwin/Tom Petty & the Heartbreakers
(2010)
... Teacher (uncredited)


- Justin Timberlake/Ciara
(2009)
... Pluto (uncredited)


- Julia Louis-Dreyfus/Snow Patrol
(2007)
... (uncredited)",2007,2010
33825,Jessica Conrad,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (13 episodes, 2010 - 2011) (writer - 64 episodes, 2008 - 2012) (written by - 5 episodes, 2009 - 2012)",82,"Saturday Night Live
(TV Series) (13 episodes, 2010 - 2011) (writer - 64 episodes, 2008 - 2012) (written by - 5 episodes, 2009 - 2012)


- Mick Jagger
(2012)
... (writer)


- Josh Brolin/Gotye
(2012)
... (writer)


- Sofía Vergara/One Direction
(2012)
... (written by)


- Jonah Hill/The Shins
(2012)
... (writer)


- Lindsay Lohan/Jack White
(2012)
... (writer)





Show all 82 episodes",2008,2012
33899,John Mulaney,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 75 episodes, 2008 - 2022) (writing supervisor - 42 episodes, 2009 - 2011) (written by - 7 episodes, 2009 - 2020) (additional material - 1 episode, 2019) (weekend update writer - 1 episode, 2019) (additional material written by - 1 episode, 2018) (additional sketches - 1 episode, 2014)",97,"Saturday Night Live
(TV Series) (writer - 75 episodes, 2008 - 2022) (writing supervisor - 42 episodes, 2009 - 2011) (written by - 7 episodes, 2009 - 2020) (additional material - 1 episode, 2019) (weekend update writer - 1 episode, 2019) (additional material written by - 1 episode, 2018) (additional sketches - 1 episode, 2014)


- Natasha Lyonne/Japanese Breakfast
(2022)
... (writer)


- John Mulaney/David Byrne
(2020)
... (written by)


- John Mulaney/Thomas Rhett
(2019)
... (additional material)


- Rachel Brosnahan/Greta Van Fleet
(2019)
... (weekend update writer)


- Seth Meyers/Paul Simon
(2018)
... (writer)





Show all 97 episodes",2008,2022
33919,John Mulaney,actor,2009-2018,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Shy / Laser Cats Orchestra / Co-Worker / ...",5,"2009-2018

Saturday Night Live
(TV Series)

Shy / Laser Cats Orchestra / Co-Worker / ...

- Bill Hader/Arcade Fire
(2018)
... Shy (uncredited)


- Sigourney Weaver/The Ting Tings
(2010)
... Laser Cats Orchestra (uncredited)


- Seth Rogen/Phoenix
(2009)
... Co-Worker (uncredited)


- Tracy Morgan/Kelly Clarkson
(2009)
... Party Guest (uncredited)


- Dwayne Johnson/Ray LaMontagne
(2009)
... Stagehand (uncredited)",2009,2018
33932,John Mulaney,producer,2011-2012,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (producer - 22 episodes),22,"2011-2012

Saturday Night Live
(TV Series) (producer - 22 episodes)


- Mick Jagger
(2012)
... (producer)


- Will Ferrell/Usher
(2012)
... (producer)


- Eli Manning/Rihanna
(2012)
... (producer)


- Josh Brolin/Gotye
(2012)
... (producer)


- Sofía Vergara/One Direction
(2012)
... (producer)





Show all 22 episodes",2011,2012
33935,John Mulaney,self,2010-2022,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Host / Self / Various / ...",10,"2010-2022

Saturday Night Live
(TV Series)

Self - Host / Self / Various / ...

- John Mulaney/LCD Soundsystem
(2022)
... Self - Host / Judge Tango / Daniel / ...


- John Mulaney/The Strokes
(2020)
... Self - Host


- SNL At Home: Brad Pitt/Miley Cyrus
(2020)
... Self (uncredited)


- Saturday Night Live at Home: Tom Hanks/Chris Martin
(2020)
... Self (uncredited)


- John Mulaney/David Byrne
(2020)
... Self - Host / Various





Show all 10 episodes",2010,2022
33995,Jillian Bell,actress,2010-2010,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Team Helga Curling Player",1,"2010

Saturday Night Live
(TV Series)

Team Helga Curling Player

- Jennifer Lopez
(2010)
... Team Helga Curling Player (uncredited)",2010,2010
33998,Jillian Bell,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 20 episodes, 2009 - 2010) (written by - 2 episodes, 2009)",22,"Saturday Night Live
(TV Series) (writer - 20 episodes, 2009 - 2010) (written by - 2 episodes, 2009)


- Alec Baldwin/Tom Petty & the Heartbreakers
(2010)
... (writer)


- Betty White/Jay-Z
(2010)
... (writer)


- Gabourey Sidibe/MGMT
(2010)
... (writer)


- Ryan Phillippe/Ke$ha
(2010)
... (writer)


- Tina Fey/Justin Bieber
(2010)
... (writer)





Show all 22 episodes",2009,2010
34104,Hannibal Buress,actor,2009-2010,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Michael / Airplane Passenger",2,"2009-2010

Saturday Night Live
(TV Series)

Michael / Airplane Passenger

- Charles Barkley/Alicia Keys
(2010)
... Michael (uncredited)


- Megan Fox/U2
(2009)
... Airplane Passenger (uncredited)",2009,2010
34112,Hannibal Buress,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 20 episodes, 2009 - 2010) (written by - 2 episodes, 2009)",22,"Saturday Night Live
(TV Series) (writer - 20 episodes, 2009 - 2010) (written by - 2 episodes, 2009)


- Alec Baldwin/Tom Petty & the Heartbreakers
(2010)
... (writer)


- Betty White/Jay-Z
(2010)
... (writer)


- Gabourey Sidibe/MGMT
(2010)
... (writer)


- Ryan Phillippe/Ke$ha
(2010)
... (writer)


- Tina Fey/Justin Bieber
(2010)
... (writer)





Show all 22 episodes",2009,2010
34281,Jessi Klein,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (14 episodes, 2009 - 2010) (writer - 6 episodes, 2009 - 2010)",20,"Saturday Night Live
(TV Series) (14 episodes, 2009 - 2010) (writer - 6 episodes, 2009 - 2010)


- Alec Baldwin/Tom Petty & the Heartbreakers
(2010)


- Betty White/Jay-Z
(2010)


- Gabourey Sidibe/MGMT
(2010)


- Ryan Phillippe/Ke$ha
(2010)


- Tina Fey/Justin Bieber
(2010)





Show all 20 episodes",2009,2010
34285,Jessi Klein,actress,2010-2010,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Teacher / Audience Member",2,"2010

Saturday Night Live
(TV Series)

Teacher / Audience Member

- Alec Baldwin/Tom Petty & the Heartbreakers
(2010)
... Teacher (uncredited)


- Charles Barkley/Alicia Keys
(2010)
... Audience Member (uncredited)",2010,2010
34313,Christine Nangle,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (13 episodes, 2010 - 2011) (writer - 44 episodes, 2009 - 2012) (written by - 5 episodes, 2009 - 2012)",62,"Saturday Night Live
(TV Series) (13 episodes, 2010 - 2011) (writer - 44 episodes, 2009 - 2012) (written by - 5 episodes, 2009 - 2012)


- Mick Jagger
(2012)
... (writer)


- Will Ferrell/Usher
(2012)
... (writer)


- Eli Manning/Rihanna
(2012)
... (writer)


- Josh Brolin/Gotye
(2012)
... (writer)


- Sofía Vergara/One Direction
(2012)
... (written by)





Show all 62 episodes",2009,2012
34327,Christine Nangle,actress,2009-2011,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Shower Guest / Airplane Passenger",2,"2009-2011

Saturday Night Live
(TV Series)

Shower Guest / Airplane Passenger

- Emma Stone/Coldplay
(2011)
... Shower Guest (uncredited)


- Megan Fox/U2
(2009)
... Airplane Passenger (uncredited)",2009,2011
34377,Ryan Perez (I),writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 20 episodes, 2009 - 2010) (written by - 2 episodes, 2009)",22,"Saturday Night Live
(TV Series) (writer - 20 episodes, 2009 - 2010) (written by - 2 episodes, 2009)


- Alec Baldwin/Tom Petty & the Heartbreakers
(2010)
... (writer)


- Betty White/Jay-Z
(2010)
... (writer)


- Gabourey Sidibe/MGMT
(2010)
... (writer)


- Ryan Phillippe/Ke$ha
(2010)
... (writer)


- Tina Fey/Justin Bieber
(2010)
... (writer)





Show all 22 episodes",2009,2010
34402,Ryan Perez (I),actor,2009-2009,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Airplane Passenger",1,"2009

Saturday Night Live
(TV Series)

Airplane Passenger

- Megan Fox/U2
(2009)
... Airplane Passenger (uncredited)",2009,2009
34517,Heather Anne Campbell,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (13 episodes, 2010 - 2011) (writer - 9 episodes, 2010 - 2011)",22,"Saturday Night Live
(TV Series) (13 episodes, 2010 - 2011) (writer - 9 episodes, 2010 - 2011)


- Justin Timberlake/Lady Gaga
(2011)
... (writer)


- Ed Helms/Paul Simon
(2011)
... (writer)


- Tina Fey/Ellie Goulding
(2011)
... (writer)


- Helen Mirren/Foo Fighters
(2011)
... (writer)


- Elton John/Leon Russell
(2011)





Show all 22 episodes",2010,2011
34590,Matthew Craig (II),writer,2011-2011,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 5 episodes),5,"2011

Saturday Night Live
(TV Series) (writer - 5 episodes)


- Justin Timberlake/Lady Gaga
(2011)
... (writer - as Matt Craig)


- Ed Helms/Paul Simon
(2011)
... (writer - as Matt Craig)


- Tina Fey/Ellie Goulding
(2011)
... (writer - as Matt Craig)


- Helen Mirren/Foo Fighters
(2011)
... (writer - as Matt Craig)


- Elton John/Leon Russell
(2011)
... (writer - as Matt Craig)",2011,2011
34596,Tom Flanigan (I),writer,2010-2010,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 1 episode),1,"2010

Saturday Night Live
(TV Series) (writer - 1 episode)


- Amy Poehler/Katy Perry
(2010)
... (writer)",2010,2010
34602,Shelly Gossman,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (1 episode, 2010) (writer - 9 episodes, 2011 - 2012)",10,"Saturday Night Live
(TV Series) (1 episode, 2010) (writer - 9 episodes, 2011 - 2012)


- Daniel Radcliffe/Lana Del Rey
(2012)
... (writer)


- Charles Barkley/Kelly Clarkson
(2012)
... (writer)


- Jimmy Fallon/Michael Bublé
(2011)
... (writer)


- Katy Perry/Robyn
(2011)
... (writer)


- Steve Buscemi/The Black Keys
(2011)
... (writer)





Show all 10 episodes",2010,2012
34604,Shelly Gossman,actress,2011-2011,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Shower Guest",1,"2011

Saturday Night Live
(TV Series)

Shower Guest

- Emma Stone/Coldplay
(2011)
... Shower Guest (uncredited)",2011,2011
34623,Jonathan Krisel,director,2010-2010,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (9 episodes),9,"2010

Saturday Night Live
(TV Series) (9 episodes)


- Jane Lynch/Bruno Mars
(2010)
... (digital shorts)


- Bryan Cranston/Kanye West
(2010)
... (digital shorts)


- Amy Poehler/Katy Perry
(2010)
... (digital shorts)


- Betty White/Jay-Z
(2010)
... (digital shorts)


- Zach Galifianakis/Vampire Weekend
(2010)
... (digital shorts)





Show all 9 episodes",2010,2010
34636,Jonathan Krisel,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (13 episodes, 2010 - 2011) (writer - 9 episodes, 2010 - 2011) (digital shorts - 1 episode, 2010)",23,"Saturday Night Live
(TV Series) (13 episodes, 2010 - 2011) (writer - 9 episodes, 2010 - 2011) (digital shorts - 1 episode, 2010)


- Justin Timberlake/Lady Gaga
(2011)
... (writer)


- Ed Helms/Paul Simon
(2011)
... (writer)


- Tina Fey/Ellie Goulding
(2011)
... (writer)


- Helen Mirren/Foo Fighters
(2011)
... (writer)


- Elton John/Leon Russell
(2011)





Show all 23 episodes",2010,2011
34666,Sarah Schneider,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (2 episodes, 2013 - 2020) (written by - 28 episodes, 2012 - 2018) (writer - 24 episodes, 2010 - 2013) (head writer - 21 episodes, 2016 - 2017)",75,"Saturday Night Live
(TV Series) (2 episodes, 2013 - 2020) (written by - 28 episodes, 2012 - 2018) (writer - 24 episodes, 2010 - 2013) (head writer - 21 episodes, 2016 - 2017)


- RuPaul/Justin Bieber
(2020)


- Jessica Chastain/Troye Sivan
(2018)
... (written by)


- Chance the Rapper/Eminem
(2017)
... (written by)


- Dwayne Johnson/Katy Perry
(2017)
... (head writer)


- Melissa McCarthy/Haim
(2017)
... (head writer)





Show all 75 episodes",2010,2020
